Profiling Data for connect_and_send_file:

Total Bytes Sent: 41684
Chunk Size: 512 bytes
Number of Chunks Sent: 81
Remaining Bytes: 212

Connection Time (microseconds): 3423082, 2031237, 1889445, 1948962, 2037367, 1916508, 2001193, 1974613, 3227309, 1981204, 3294649, 3382667, 3323633, 2048435, 3226935, 1889890, 2042037, 1969445, 4445734, 2020441
Finding characteristic and service (microseconds): 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Total Sending Time (microseconds): 1460954, 1507114, 1488355, 1443501, 1457223, 1424610, 1477287, 1427295, 1423442, 1474608, 1509718, 1448093, 1475880, 1517371, 1539432, 1490761, 1516973, 1542334, 1478616, 1482373

Chunk Timing Details:
Chunk round trip times (microseconds):
Chunk 14: 22501, 39940, 21275, 59721, 17489, 19952, 19785, 21326, 17530, 21274, 36241, 48731, 29865, 21044, 21095, 20045, 20018, 19983, 21212, 22505
Chunk 15: 20005, 28749, 34974, 23765, 35023, 20028, 20036, 33676, 19955, 41181, 20025, 20036, 22506, 33737, 53775, 19991, 18815, 21200, 20050, 19994
Chunk 16: 20015, 20321, 32552, 17533, 33756, 32486, 36156, 25002, 36261, 20527, 20017, 20235, 71318, 29978, 31233, 33732, 43670, 20051, 43669, 21222
Chunk 17: 33720, 20971, 19947, 19982, 20209, 32681, 30391, 23779, 27527, 22031, 20553, 21196, 32635, 21570, 29992, 37530, 23807, 41214, 19981, 20008
Chunk 18: 32533, 17468, 20038, 20062, 18513, 21075, 18425, 20006, 19966, 20002, 41901, 33538, 22565, 20983, 61294, 19986, 19940, 20280, 20078, 40035
Chunk 19: 19960, 35004, 20006, 39931, 20031, 20337, 19958, 19992, 21267, 33684, 20037, 32547, 40968, 18746, 26205, 19963, 20055, 20965, 19983, 20034
Chunk 20: 20014, 20371, 61193, 19997, 39962, 21030, 20314, 38727, 19961, 31276, 19964, 19999, 20053, 42481, 20058, 20015, 42530, 21277, 19990, 36227
Chunk 21: 18845, 21041, 21289, 24027, 20056, 39904, 38448, 17500, 56256, 20034, 20050, 39956, 20061, 20007, 17443, 41255, 66226, 32477, 43714, 19969
Chunk 22: 33670, 21124, 19983, 20953, 19997, 19968, 20001, 19982, 31286, 19997, 17493, 46291, 19938, 19979, 41277, 20001, 26253, 37545, 25012, 41239
Chunk 23: 28749, 21236, 20031, 35009, 17492, 21268, 22492, 20064, 19969, 19939, 44962, 19965, 33714, 18787, 20016, 20030, 42449, 20269, 19992, 20007
Chunk 24: 20031, 32486, 46197, 28777, 20326, 19971, 20203, 19952, 33738, 32502, 20027, 20000, 39051, 19963, 19977, 20004, 19995, 21156, 20013, 20028
Chunk 25: 17488, 43789, 20030, 19976, 43391, 20019, 21051, 32499, 31651, 30076, 20002, 17732, 20993, 37513, 17501, 45003, 17814, 24830, 66244, 20026
Chunk 26: 19961, 19976, 20017, 20058, 20006, 43714, 42518, 40064, 20859, 19969, 17491, 34752, 21248, 43809, 20013, 44981, 18463, 66236, 46290, 22448
Chunk 27: 32529, 20057, 19996, 21194, 18774, 20013, 19967, 19984, 20126, 23715, 19989, 25017, 20245, 21210, 38743, 20033, 19967, 23809, 53730, 41300
Chunk 28: 19981, 34904, 33710, 32487, 20036, 19999, 43733, 19979, 19919, 20006, 38735, 20008, 39728, 32476, 21494, 21248, 41307, 21199, 20002, 21219
Chunk 29: 19990, 22494, 32554, 19978, 19939, 20027, 33759, 32462, 37468, 44984, 20026, 18780, 19985, 43776, 23584, 17475, 20330, 33693, 20006, 21258
